profile;#stimuli;#impairments;#opportunities;#recomms;#best_recomms;#inf_time;#recomm_time
profile_0;10;28;24;10;4;133;12
profile_0;20;28;31;18;5;85;12
profile_0;30;28;67;29;15;96;13
profile_0;40;28;79;38;18;92;18
profile_0;50;28;84;43;17;100;18
profile_0;60;28;116;51;22;95;19
profile_0;70;28;130;65;31;105;23
profile_0;80;28;154;74;20;114;25
profile_0;90;28;167;77;26;119;24
profile_0;100;28;180;85;30;144;21
profile_0;150;28;276;137;49;200;39
profile_0;200;28;376;182;40;222;39
